seed,step,acc0,acc1,frac_pos0,frac_pos1,best_pos0,best_pos1,pick_pos0,pick_pos1,gap0,gap1
30,3000,0.552198,0.467033,0.366667,0.570000,0.00879121,0.00870767,0.00646853,0.00597648,0.00232268,0.00273119
30,5000,0.565934,0.439560,0.453333,0.600000,0.00917098,0.00909646,0.00757515,0.00604396,0.00159583,0.00305250
30,8000,0.659341,0.516484,0.236667,0.316667,0.00673270,0.00636206,0.00530104,0.00300752,0.00143167,0.00335454
30,12000,0.626374,0.538462,0.396667,0.266667,0.00657955,0.00487637,0.00464032,0.00123626,0.00193924,0.00364011
30,20000,0.750000,0.560440,0.040000,0.156667,0.00480769,0.00549451,0.00320513,0.00227964,0.00160256,0.00321487
30,30000,0.870879,0.706044,0.003333,0.006667,0.00549451,0.00274725,0.00549451,0.00000000,0.00000000,0.00274725
30,50000,0.906593,0.744505,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
30,80000,0.931319,0.755495,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
30,120000,0.934066,0.763736,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
30,200000,0.936813,0.771978,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
30,300000,0.936813,0.785714,0.000000,0.000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
